Date,Month,Year,Customer ID,Customer Age,Age Group,Customer Gender,Country,State,Product Category,Sub Category,Product,Frame Size,Order Quantity,Unit Cost,Unit Price,Cost,Revenue,Profit
5/18/12,May,2012,14952,33,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,5868,1526
5/18/11,May,2011,14952,33,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,2934,763
5/27/12,May,2012,14952,33,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,5868,1526
5/27/11,May,2011,14952,33,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 44",44,4,2171,3578,8684,11736,3052
12/3/12,December,2012,14957,34,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",62,2,2171,3578,4342,5868,1526
12/3/11,December,2011,14957,34,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",62,3,2171,3578,6513,8802,2289
12/20/12,December,2012,14965,33,Young Adults (25-34),M,France,Charente-Maritime,Bikes,Road Bikes,"Road-250 Black, 52",52,2,1555,2443,3110,4788,1678
12/20/11,December,2011,14965,33,Young Adults (25-34),M,France,Charente-Maritime,Bikes,Road Bikes,"Road-250 Black, 52",52,3,1555,2443,4665,7182,2517
12/7/12,December,2012,14966,33,Young Adults (25-34),M,France,Somme,Bikes,Road Bikes,"Road-250 Black, 48",48,2,1555,2443,3110,4007,897
12/7/11,December,2011,14966,33,Young Adults (25-34),M,France,Somme,Bikes,Road Bikes,"Road-250 Black, 48",48,1,1555,2443,1555,2003,448
12/20/12,December,2012,14976,35,Adults (35-64),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,6369,2027
12/16/11,December,2011,15493,29,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 44",44,2,487,783,974,1347,373
1/1/13,January,2013,15493,29,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 44",44,1,487,783,487,673,186
1/1/15,January,2015,15493,29,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 44",44,1,487,783,487,673,186
1/16/13,January,2013,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 62",62,1,487,783,487,673,186
1/16/15,January,2015,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 62",62,1,487,783,487,673,186
7/12/13,July,2013,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 62",62,1,487,783,487,673,186
7/12/15,July,2015,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 62",62,1,487,783,487,673,186
10/14/13,October,2013,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 62",62,1,487,783,487,673,186
10/14/15,October,2015,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 62",62,1,487,783,487,673,186
3/16/14,March,2014,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,673,186
3/16/16,March,2016,15502,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 58",58,3,487,783,1461,2020,559
2/6/13,February,2013,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 60",60,1,487,783,487,673,186
2/6/15,February,2015,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 60",60,3,487,783,1461,2020,559
2/20/13,February,2013,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 60",60,1,487,783,487,673,186
2/20/15,February,2015,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 60",60,1,487,783,487,673,186
2/9/14,February,2014,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 48",48,1,487,783,487,673,186
2/9/16,February,2016,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 48",48,1,487,783,487,673,186
4/16/14,April,2014,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 48",48,1,487,783,487,673,186
4/16/16,April,2016,15534,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 48",48,1,487,783,487,673,186
4/5/12,April,2012,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
4/5/11,April,2011,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,4,487,783,1948,2443,495
4/22/12,April,2012,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
4/22/11,April,2011,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,4,487,783,1948,2443,495
11/30/12,November,2012,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
11/30/11,November,2011,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
2/20/13,February,2013,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
2/20/15,February,2015,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
10/1/13,October,2013,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
10/1/15,October,2015,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
12/23/13,December,2013,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
12/23/15,December,2015,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
2/3/14,February,2014,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
2/3/16,February,2016,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
3/8/14,March,2014,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 52",52,1,487,783,487,611,124
3/8/16,March,2016,15552,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 52",52,1,487,783,487,611,124
1/22/12,January,2012,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,2,487,783,974,1535,561
1/22/11,January,2011,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
4/17/12,April,2012,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,2,487,783,974,1535,561
4/17/11,April,2011,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,2,487,783,974,1535,561
4/23/12,April,2012,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,2,487,783,974,1535,561
4/23/11,April,2011,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,4,487,783,1948,3069,1121
5/6/12,May,2012,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,2,487,783,974,1535,561
5/6/11,May,2011,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
11/23/12,November,2012,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,2,487,783,974,1535,561
11/23/11,November,2011,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,4,487,783,1948,3069,1121
1/3/13,January,2013,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
1/3/15,January,2015,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,3,487,783,1461,2302,841
2/13/13,February,2013,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
2/13/15,February,2015,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
2/24/13,February,2013,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
2/24/15,February,2015,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
3/7/13,March,2013,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
3/7/15,March,2015,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
8/3/13,August,2013,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
8/3/15,August,2015,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
8/4/13,August,2013,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
8/4/15,August,2015,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
8/21/13,August,2013,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
8/21/15,August,2015,15554,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",58,1,487,783,487,767,280
9/10/12,September,2012,15684,53,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 52",52,2,1519,2443,3038,4007,969
9/10/11,September,2011,15684,53,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 52",52,4,1519,2443,6076,8013,1937
7/7/13,July,2013,15684,53,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 52",52,1,1519,2443,1519,2003,484
7/7/15,July,2015,15684,53,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 52",52,2,1519,2443,3038,4007,969
9/26/12,September,2012,15685,53,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-250 Black, 52",52,2,1555,2443,3110,4007,897
9/26/11,September,2011,15685,53,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-250 Black, 52",52,4,1555,2443,6220,8013,1793
3/18/13,March,2013,15687,52,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-250 Red, 52",52,1,1519,2443,1519,2345,826
3/18/15,March,2015,15687,52,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-250 Red, 52",52,1,1519,2443,1519,2345,826
7/10/13,July,2013,15687,52,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-250 Red, 52",52,1,1519,2443,1519,2345,826
7/10/15,July,2015,15687,52,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-250 Red, 52",52,1,1519,2443,1519,2345,826
6/28/14,June,2014,15687,52,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-250 Black, 48",48,1,1555,2443,1555,2345,790
6/28/16,June,2016,15687,52,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-250 Black, 48",48,1,1555,2443,1555,2345,790
9/29/12,September,2012,15693,43,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,6655,2313
9/29/11,September,2011,15693,43,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3328,1157
9/17/12,September,2012,15697,44,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7084,2742
9/17/11,September,2011,15697,44,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3542,1371
3/28/13,March,2013,15697,44,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3542,1371
3/28/15,March,2015,15697,44,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7084,2742
4/24/14,April,2014,15697,44,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-250 Black, 52",52,1,1555,2443,1555,2419,864
4/24/16,April,2016,15697,44,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-250 Black, 52",52,1,1555,2443,1555,2419,864
3/31/13,March,2013,15700,45,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",44,1,1555,2443,1555,2003,448
3/31/15,March,2015,15700,45,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",44,2,1555,2443,3110,4007,897
8/8/13,August,2013,15700,45,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",44,1,1555,2443,1555,2003,448
8/8/15,August,2015,15700,45,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",44,1,1555,2443,1555,2003,448
10/2/13,October,2013,15700,45,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",44,1,1555,2443,1555,2003,448
10/2/15,October,2015,15700,45,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",44,1,1555,2443,1555,2003,448
7/1/12,July,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
7/1/11,July,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,3,344,540,1032,1264,232
7/4/12,July,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
7/4/11,July,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
7/15/12,July,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
7/15/11,July,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,3,344,540,1032,1264,232
7/17/12,July,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
7/17/11,July,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
7/22/12,July,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
7/22/11,July,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,4,344,540,1376,1685,309
7/27/12,July,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
7/27/11,July,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
8/1/12,August,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
8/1/11,August,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
12/12/12,December,2012,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
12/12/11,December,2011,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,2,344,540,688,842,154
3/12/13,March,2013,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
3/12/15,March,2015,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
8/20/13,August,2013,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
8/20/15,August,2015,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
11/10/13,November,2013,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
11/10/15,November,2015,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
1/20/14,January,2014,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
1/20/16,January,2016,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
2/18/14,February,2014,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
2/18/16,February,2016,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",52,1,344,540,344,421,77
4/26/14,April,2014,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,611,124
4/26/16,April,2016,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,611,124
6/11/14,June,2014,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,611,124
6/11/16,June,2016,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,611,124
6/17/14,June,2014,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,611,124
6/17/16,June,2016,15763,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,611,124
4/18/12,April,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
4/18/11,April,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
4/21/12,April,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
4/21/11,April,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
4/23/12,April,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
4/23/11,April,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
4/29/12,April,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
4/29/11,April,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,3,487,783,1461,2302,841
7/20/12,July,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
7/20/11,July,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
7/25/12,July,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
7/25/11,July,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
12/2/12,December,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
12/2/11,December,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
12/3/12,December,2012,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
12/3/11,December,2011,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,4,487,783,1948,3069,1121
4/8/13,April,2013,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
4/8/13,April,2013,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
4/8/15,April,2015,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
4/8/15,April,2015,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
8/21/13,August,2013,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
8/21/15,August,2015,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
10/2/13,October,2013,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
10/2/15,October,2015,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,2,487,783,974,1535,561
12/3/13,December,2013,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
12/3/15,December,2015,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
12/11/13,December,2013,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
12/11/15,December,2015,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
12/28/13,December,2013,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
12/28/15,December,2015,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
1/5/14,January,2014,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
1/5/16,January,2016,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
2/7/14,February,2014,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
2/7/16,February,2016,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
2/14/14,February,2014,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
2/14/16,February,2016,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",62,1,487,783,487,767,280
5/19/14,May,2014,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 44",44,1,487,783,487,767,280
5/19/16,May,2016,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 44",44,1,487,783,487,767,280
6/9/14,June,2014,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 44",44,1,487,783,487,767,280
6/9/16,June,2016,15768,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 44",44,2,487,783,974,1535,561
4/17/13,April,2013,15834,21,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 60",60,1,487,783,487,611,124
4/17/15,April,2015,15834,21,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 60",60,1,487,783,487,611,124
1/28/12,January,2012,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
1/28/11,January,2011,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
6/12/12,June,2012,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
6/12/11,June,2011,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
1/8/13,January,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
1/8/15,January,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
2/10/13,February,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
2/10/15,February,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
2/23/13,February,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
2/23/15,February,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,3,487,783,1461,1832,371
4/1/13,April,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
4/1/15,April,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,2,487,783,974,1221,247
8/14/13,August,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
8/14/15,August,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
10/11/13,October,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
10/11/15,October,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
10/14/13,October,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
10/14/15,October,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
12/22/13,December,2013,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,1,487,783,487,611,124
12/22/15,December,2015,15851,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",58,3,487,783,1461,1832,371
